Date,treatment,MedImmune,Covid,research,drug,AstraZeneca
2020-01-06,88,100,0.0,77,90,51
2020-01-07,93,0,0.0,92,93,66
2020-01-08,88,0,0.0,87,90,60
2020-01-09,90,33,0.0,89,96,74
2020-01-10,85,0,0.0,79,96,64
2020-01-11,82,0,0.0,57,86,26
2020-01-12,81,0,0.0,60,77,18
2020-01-13,88,0,91.0,84,88,87
2020-01-14,93,0,0.0,90,92,85
2020-01-15,88,0,0.0,94,96,88
2020-01-16,92,33,0.0,91,94,56
2020-01-17,88,0,0.0,79,92,100
2020-01-18,82,0,0.0,55,79,18
2020-01-19,75,0,0.0,59,77,48
2020-01-20,85,33,0.0,83,87,95
2020-01-21,93,33,0.0,97,95,76
2020-01-22,92,0,0.0,98,94,74
2020-01-23,93,0,98.0,98,99,69
2020-01-24,91,67,0.0,82,98,76
2020-01-25,84,0,0.0,60,84,39
2020-01-26,85,0,0.0,65,75,28
2020-01-27,93,0,0.0,95,95,65
2020-01-28,100,32,0.0,93,95,79
2020-01-29,97,0,0.0,98,94,66
2020-01-30,99,65,0.0,100,100,51
2020-01-31,86,0,100.0,84,93,64
2020-02-01,86,0,0.0,56,82,41
2020-02-02,87,50,0.0,67,74,15
2020-02-03,96,41,0.0,90,85,67
2020-02-04,97,0,0.0,95,93,73
2020-02-05,95,89,0.0,89,92,61
2020-02-06,94,90,0.0,85,94,57
2020-02-07,92,0,0.0,81,92,68
2020-02-08,92,0,0.0,61,82,23
2020-02-09,85,0,0.0,68,78,18
2020-02-10,94,43,0.0,91,90,55
2020-02-11,97,43,5.0,95,91,90
2020-02-12,93,0,14.0,96,88,73
2020-02-13,98,0,20.0,97,90,48
2020-02-14,82,46,21.0,75,80,100
2020-02-15,87,100,21.0,62,77,53
2020-02-16,91,0,20.0,66,81,35
2020-02-17,97,44,22.0,88,94,68
2020-02-18,98,0,20.0,97,91,63
2020-02-19,96,43,21.0,99,100,84
2020-02-20,98,43,24.0,98,88,75
2020-02-21,95,0,28.0,78,88,55
2020-02-22,90,0,34.0,62,75,28
2020-02-23,88,0,46.0,67,80,15
2020-02-24,100,0,61.0,96,91,78
2020-02-25,99,0,69.0,100,93,77
2020-02-26,97,42,90.0,98,96,58
2020-02-27,98,85,92.0,95,92,65
2020-02-28,94,44,100.0,84,96,74
2020-02-29,90,0,94.0,64,78,34
2020-03-01,87,0,5.0,74,62,28
2020-03-02,95,47,7.0,99,79,59
2020-03-03,100,47,7.0,99,76,68
2020-03-04,96,47,8.0,97,75,57
2020-03-05,97,0,9.0,100,71,36
2020-03-06,92,0,11.0,87,74,75
2020-03-07,86,54,11.0,64,65,41
2020-03-08,83,53,12.0,66,59,28
2020-03-09,96,47,17.0,90,72,56
2020-03-10,94,0,20.0,87,71,49
2020-03-11,93,46,27.0,88,68,68
2020-03-12,93,91,42.0,84,70,100
2020-03-13,91,48,50.0,77,69,62
2020-03-14,88,0,47.0,57,60,33
2020-03-15,84,0,57.0,57,63,21
2020-03-16,87,0,70.0,70,65,69
2020-03-17,84,0,74.0,70,68,56
2020-03-18,90,0,75.0,71,74,72
2020-03-19,97,47,77.0,66,100,51
2020-03-20,88,0,83.0,62,80,63
2020-03-21,93,0,84.0,51,75,27
2020-03-22,88,0,93.0,54,73,31
2020-03-23,87,0,100.0,65,77,31
2020-03-24,89,90,97.0,68,77,64
2020-03-25,84,0,97.0,66,75,68
2020-03-26,86,46,93.0,65,70,47
2020-03-27,84,0,97.0,65,68,40
2020-03-28,79,0,100.0,52,68,38
2020-03-29,83,100,95.0,56,71,20
2020-03-30,82,87,94.0,74,69,51
2020-03-31,79,0,90.0,66,67,67
2020-04-01,88,0,100.0,85,89,17
2020-04-02,89,33,96.0,89,92,16
2020-04-03,89,34,97.0,90,87,18
2020-04-04,91,0,96.0,72,91,7
2020-04-05,91,38,98.0,79,92,8
2020-04-06,91,0,100.0,90,91,12
2020-04-07,93,66,93.0,91,95,17
2020-04-08,89,67,88.0,88,96,18
2020-04-09,91,0,88.0,88,94,22
2020-04-10,92,0,85.0,86,91,14
2020-04-11,87,0,80.0,72,86,11
2020-04-12,89,0,75.0,74,85,8
2020-04-13,88,34,87.0,93,86,11
2020-04-14,90,100,82.0,92,86,35
2020-04-15,87,65,85.0,91,84,19
2020-04-16,91,33,85.0,90,83,24
2020-04-17,95,0,87.0,92,100,18
2020-04-18,84,0,76.0,76,85,12
2020-04-19,94,0,75.0,75,82,4
2020-04-20,94,33,77.0,100,84,15
2020-04-21,92,33,76.0,96,84,15
2020-04-22,95,33,77.0,96,87,17
2020-04-23,94,32,76.0,88,84,20
2020-04-24,97,0,73.0,91,81,16
2020-04-25,91,0,66.0,75,80,11
2020-04-26,100,0,69.0,81,78,7
2020-04-27,93,33,74.0,98,78,17
2020-04-28,91,65,74.0,96,84,23
2020-04-29,94,33,75.0,97,96,25
2020-04-30,90,63,71.0,99,91,100
2020-05-01,95,0,100.0,93,99,41
2020-05-02,91,53,96.0,74,95,13
2020-05-03,95,0,97.0,78,86,10
2020-05-04,95,0,99.0,95,96,17
2020-05-05,98,0,99.0,95,94,14
2020-05-06,93,93,97.0,97,90,15
2020-05-07,96,0,99.0,100,98,19
2020-05-08,91,49,95.0,97,94,11
2020-05-09,95,0,93.0,81,93,3
2020-05-10,90,55,87.0,71,82,5
2020-05-11,96,48,100.0,96,89,14
2020-05-12,96,0,95.0,95,91,12
2020-05-13,100,96,100.0,98,94,13
2020-05-14,96,0,96.0,92,95,14
2020-05-15,97,0,93.0,87,91,15
2020-05-16,89,0,87.0,74,84,9
2020-05-17,93,0,86.0,77,86,25
2020-05-18,98,48,92.0,92,94,34
2020-05-19,96,48,89.0,91,100,18
2020-05-20,96,0,89.0,92,98,18
2020-05-21,97,100,90.0,90,97,100
2020-05-22,90,49,85.0,83,86,81
2020-05-23,91,0,77.0,66,86,26
2020-05-24,92,0,77.0,65,77,19
2020-05-25,89,51,84.0,81,83,19
2020-05-26,94,0,86.0,86,89,32
2020-05-27,96,0,86.0,88,97,38
2020-05-28,100,97,84.0,93,96,27
2020-05-29,95,51,82.0,82,89,26
2020-05-30,91,0,75.0,66,82,15
2020-05-31,87,0,70.0,66,77,13
2020-06-01,83,0,82.0,94,82,18
2020-06-02,87,0,80.0,92,84,18
2020-06-03,87,0,78.0,100,89,22
2020-06-04,85,33,79.0,97,83,25
2020-06-05,83,0,77.0,86,82,41
2020-06-06,85,41,72.0,76,80,25
2020-06-07,86,0,73.0,81,78,45
2020-06-08,85,0,83.0,99,87,52
2020-06-09,92,100,78.0,100,89,29
2020-06-10,88,36,80.0,99,92,31
2020-06-11,92,0,83.0,96,90,21
2020-06-12,83,0,81.0,92,87,20
2020-06-13,87,0,74.0,77,77,68
2020-06-14,84,0,73.0,79,79,100
2020-06-15,87,0,82.0,93,89,64
2020-06-16,90,0,81.0,97,100,52
2020-06-17,93,0,83.0,98,95,36
2020-06-18,88,36,80.0,98,96,28
2020-06-19,89,0,85.0,93,89,21
2020-06-20,84,42,81.0,74,88,10
2020-06-21,82,0,78.0,76,90,15
2020-06-22,97,0,93.0,99,96,19
2020-06-23,100,0,92.0,96,94,25
2020-06-24,96,38,91.0,99,96,26
2020-06-25,96,0,95.0,97,89,21
2020-06-26,92,0,98.0,91,93,30
2020-06-27,89,0,91.0,76,82,30
2020-06-28,91,0,91.0,74,81,21
2020-06-29,92,0,99.0,98,88,27
2020-06-30,88,0,100.0,97,86,29
2020-07-01,92,0,88.0,88,95,11
2020-07-02,90,0,88.0,86,89,8
2020-07-03,89,99,83.0,80,82,9
2020-07-04,87,0,76.0,67,82,5
2020-07-05,91,0,76.0,73,79,7
2020-07-06,96,95,90.0,91,89,11
2020-07-07,97,0,91.0,90,87,11
2020-07-08,99,0,91.0,92,95,11
2020-07-09,98,0,89.0,94,90,13
2020-07-10,97,0,87.0,87,89,10
2020-07-11,94,0,81.0,73,84,5
2020-07-12,92,0,86.0,75,81,8
2020-07-13,100,0,100.0,92,83,13
2020-07-14,100,98,96.0,90,90,14
2020-07-15,91,97,92.0,91,90,30
2020-07-16,89,0,93.0,88,86,33
2020-07-17,90,0,98.0,85,91,26
2020-07-18,88,0,83.0,74,81,14
2020-07-19,87,0,85.0,74,82,18
2020-07-20,90,0,93.0,88,90,100
2020-07-21,99,100,92.0,100,90,74
2020-07-22,90,0,89.0,92,87,37
2020-07-23,95,0,85.0,92,88,25
2020-07-24,91,0,85.0,84,90,19
2020-07-25,88,0,79.0,74,88,9
2020-07-26,87,0,80.0,71,78,9
2020-07-27,86,98,92.0,92,84,21
2020-07-28,93,98,93.0,87,89,18
2020-07-29,95,0,95.0,91,100,16
2020-07-30,95,0,98.0,89,92,21
2020-07-31,91,0,93.0,78,92,15
2020-08-01,90,0,89.0,61,80,16
2020-08-02,91,0,92.0,64,80,18
2020-08-03,98,0,100.0,76,88,29
2020-08-04,99,0,98.0,79,91,30
2020-08-05,93,0,98.0,81,89,28
2020-08-06,99,100,91.0,80,89,34
2020-08-07,90,51,85.0,77,90,28
2020-08-08,93,0,80.0,63,82,16
2020-08-09,95,0,84.0,65,80,18
2020-08-10,95,0,88.0,81,87,19
2020-08-11,99,0,92.0,85,90,27
2020-08-12,100,0,89.0,79,86,43
2020-08-13,96,49,88.0,86,89,100
2020-08-14,91,0,89.0,74,88,59
2020-08-15,87,0,79.0,59,77,31
2020-08-16,93,0,82.0,62,78,22
2020-08-17,100,50,89.0,79,84,35
2020-08-18,97,49,85.0,86,90,42
2020-08-19,93,49,81.0,87,89,47
2020-08-20,99,50,80.0,92,90,37
2020-08-21,93,0,81.0,82,87,30
2020-08-22,94,0,73.0,58,78,16
2020-08-23,96,0,73.0,67,76,22
2020-08-24,100,0,83.0,91,89,48
2020-08-25,96,48,82.0,91,91,52
2020-08-26,96,49,79.0,91,100,35
2020-08-27,98,0,81.0,100,94,35
2020-08-28,95,0,79.0,89,98,31
2020-08-29,95,0,72.0,71,89,10
2020-08-30,97,56,74.0,72,82,19
2020-08-31,96,0,84.0,93,91,29
2020-09-01,95,67,90.0,85,83,10
2020-09-02,94,100,92.0,90,87,11
2020-09-03,98,33,89.0,88,86,10
2020-09-04,94,0,85.0,78,83,11
2020-09-05,93,0,78.0,65,76,6
2020-09-06,95,0,81.0,65,72,3
2020-09-07,89,0,91.0,83,79,13
2020-09-08,93,0,94.0,86,85,29
2020-09-09,94,0,99.0,97,86,100
2020-09-10,96,0,95.0,95,87,35
2020-09-11,92,34,94.0,89,88,16
2020-09-12,87,0,82.0,68,86,20
2020-09-13,91,39,85.0,73,77,14
2020-09-14,94,100,100.0,98,86,16
2020-09-15,96,33,93.0,100,84,13
2020-09-16,100,0,95.0,98,87,11
2020-09-17,96,0,92.0,97,84,11
2020-09-18,94,35,93.0,91,85,11
2020-09-19,85,0,81.0,70,73,5
2020-09-20,93,0,82.0,72,72,7
2020-09-21,96,33,98.0,100,89,12
2020-09-22,96,66,100.0,97,100,11
2020-09-23,93,0,98.0,96,96,12
2020-09-24,95,33,99.0,99,95,11
2020-09-25,91,0,91.0,81,90,8
2020-09-26,88,0,85.0,64,80,6
2020-09-27,89,0,79.0,67,77,4
2020-09-28,90,34,95.0,87,86,7
2020-09-29,97,0,94.0,91,91,7
2020-09-30,93,34,87.0,89,93,8
2020-10-01,92,0,63.0,84,97,36
2020-10-02,92,48,94.0,72,91,37
2020-10-03,88,0,75.0,60,85,26
2020-10-04,88,0,68.0,65,81,25
2020-10-05,98,0,78.0,92,91,35
2020-10-06,99,47,76.0,94,94,35
2020-10-07,94,46,71.0,92,96,41
2020-10-08,100,47,75.0,100,100,35
2020-10-09,100,0,70.0,84,98,29
2020-10-10,97,0,62.0,74,81,21
2020-10-11,89,0,63.0,66,80,19
2020-10-12,97,50,77.0,83,92,52
2020-10-13,98,0,72.0,86,93,59
2020-10-14,89,0,73.0,83,90,32
2020-10-15,93,0,79.0,86,96,36
2020-10-16,92,0,75.0,78,94,41
2020-10-17,85,0,66.0,60,83,18
2020-10-18,88,0,67.0,63,76,26
2020-10-19,94,49,79.0,82,92,29
2020-10-20,91,0,76.0,81,94,50
2020-10-21,97,0,79.0,83,93,100
2020-10-22,94,100,83.0,86,95,80
2020-10-23,89,51,83.0,75,93,53
2020-10-24,84,0,74.0,56,85,32
2020-10-25,80,0,71.0,62,77,23
2020-10-26,92,97,83.0,73,86,87
2020-10-27,93,98,84.0,80,89,71
2020-10-28,90,0,89.0,78,90,52
2020-10-29,93,49,100.0,79,89,38
2020-10-30,87,51,100.0,71,84,39
2020-10-31,78,0,85.0,50,73,20
2020-11-01,85,0,81.0,70,74,7
2020-11-02,96,100,88.0,95,89,14
2020-11-03,94,0,79.0,91,86,12
2020-11-04,81,85,71.0,79,86,10
2020-11-05,84,0,74.0,91,90,14
2020-11-06,84,94,75.0,86,85,8
2020-11-07,86,0,72.0,72,75,8
2020-11-08,90,0,75.0,76,84,10
2020-11-09,95,0,91.0,100,89,25
2020-11-10,100,0,88.0,98,90,23
2020-11-11,95,0,87.0,96,96,17
2020-11-12,97,0,96.0,90,100,17
2020-11-13,96,0,95.0,79,94,16
2020-11-14,85,0,91.0,66,78,9
2020-11-15,89,0,86.0,77,83,10
2020-11-16,97,0,100.0,90,88,24
2020-11-17,97,98,99.0,98,97,23
2020-11-18,97,0,96.0,88,95,21
2020-11-19,96,98,93.0,94,91,33
2020-11-20,95,0,97.0,89,95,18
2020-11-21,86,0,84.0,70,83,15
2020-11-22,89,0,80.0,71,82,12
2020-11-23,97,0,94.0,91,92,100
2020-11-24,97,99,90.0,96,88,55
2020-11-25,87,0,84.0,81,87,31
2020-11-26,81,0,79.0,78,77,49
2020-11-27,82,0,73.0,73,75,38
2020-11-28,86,0,77.0,71,80,19
2020-11-29,84,0,73.0,70,77,15
2020-11-30,93,0,83.0,90,86,22
2020-12-01,95,25,75.0,96,87,17
2020-12-02,95,0,72.0,94,89,19
2020-12-03,100,0,78.0,100,100,18
2020-12-04,95,25,74.0,89,91,14
2020-12-05,90,28,71.0,72,82,8
2020-12-06,93,0,69.0,72,77,10
2020-12-07,94,25,77.0,94,89,13
2020-12-08,98,0,81.0,95,92,23
2020-12-09,95,0,79.0,96,90,21
2020-12-10,96,0,82.0,97,89,16
2020-12-11,91,0,77.0,88,91,18
2020-12-12,88,0,74.0,68,83,19
2020-12-13,90,0,71.0,66,82,13
2020-12-14,98,0,84.0,89,86,23
2020-12-15,98,51,80.0,90,88,21
2020-12-16,93,100,78.0,81,94,19
2020-12-17,93,0,84.0,83,89,16
2020-12-18,92,0,88.0,75,88,17
2020-12-19,84,0,92.0,60,80,12
2020-12-20,84,0,92.0,53,79,12
2020-12-21,89,0,97.0,69,85,22
2020-12-22,88,53,89.0,64,90,16
2020-12-23,86,27,88.0,64,85,22
2020-12-24,82,0,71.0,55,85,15
2020-12-25,67,0,60.0,40,74,12
2020-12-26,83,0,71.0,48,82,17
2020-12-27,87,0,76.0,47,74,41
2020-12-28,88,0,85.0,59,80,46
2020-12-29,92,0,92.0,62,83,43
2020-12-30,93,0,100.0,61,85,100
2020-12-31,83,0,85.0,54,84,44
2021-01-01,82,0,77.0,45,86,27
2021-01-02,88,0,82.0,49,78,26
2021-01-03,94,0,85.0,55,82,26
2021-01-04,93,0,100.0,73,87,46
2021-01-05,100,45,100.0,78,94,32
2021-01-06,97,0,88.0,79,94,34
2021-01-07,93,0,88.0,77,88,33
2021-01-08,93,45,89.0,75,87,30
2021-01-09,88,0,81.0,60,81,21
2021-01-10,92,49,79.0,64,76,19
2021-01-11,98,0,94.0,81,88,33
2021-01-12,91,0,91.0,89,91,40
2021-01-13,92,45,95.0,86,94,33
2021-01-14,96,0,100.0,84,100,32
2021-01-15,94,46,97.0,79,95,31
2021-01-16,90,0,81.0,64,85,25
2021-01-17,90,0,77.0,66,80,27
2021-01-18,93,0,89.0,83,87,35
2021-01-19,97,0,90.0,90,99,31
2021-01-20,94,86,82.0,92,98,27
2021-01-21,96,0,82.0,98,93,35
2021-01-22,99,0,87.0,89,93,46
2021-01-23,91,100,77.0,71,87,45
2021-01-24,86,0,74.0,72,80,28
2021-01-25,100,0,85.0,89,100,59
2021-01-26,98,0,82.0,93,99,79
2021-01-27,99,0,83.0,100,100,75
2021-01-28,97,0,82.0,98,95,80
2021-01-29,95,46,81.0,86,92,100
2021-01-30,93,50,72.0,83,86,58
2021-01-31,92,0,70.0,73,85,50
2021-02-01,92,49,98.0,95,86,38
2021-02-02,92,49,96.0,94,89,44
2021-02-03,96,100,100.0,88,93,49
2021-02-04,94,50,93.0,97,91,48
2021-02-05,91,0,90.0,83,84,47
2021-02-06,83,0,80.0,66,82,46
2021-02-07,82,0,72.0,71,76,44
2021-02-08,91,49,90.0,89,86,56
2021-02-09,90,98,88.0,96,91,51
2021-02-10,94,0,89.0,91,89,53
2021-02-11,91,50,87.0,95,100,52
2021-02-12,91,0,89.0,86,86,48
2021-02-13,81,0,76.0,61,79,41
2021-02-14,83,0,75.0,64,75,38
2021-02-15,94,50,86.0,88,88,53
2021-02-16,91,0,83.0,88,86,68
2021-02-17,94,50,84.0,90,89,79
2021-02-18,92,50,82.0,95,89,74
2021-02-19,91,52,82.0,85,87,70
2021-02-20,86,0,73.0,73,80,57
2021-02-21,88,0,76.0,74,79,59
2021-02-22,94,0,91.0,100,93,71
2021-02-23,95,0,91.0,95,96,84
2021-02-24,100,0,92.0,95,90,92
2021-02-25,95,0,92.0,96,97,87
2021-02-26,91,0,91.0,84,91,100
2021-02-27,84,56,85.0,69,77,83
2021-02-28,90,0,81.0,72,80,84
2021-03-01,90,0,76.0,92,92,17
2021-03-02,95,0,80.0,97,97,18
2021-03-03,94,0,80.0,92,94,18
2021-03-04,94,100,83.0,98,97,21
2021-03-05,90,0,79.0,85,84,21
2021-03-06,84,0,72.0,69,81,17
2021-03-07,86,0,70.0,67,79,20
2021-03-08,96,0,80.0,93,95,19
2021-03-09,92,0,82.0,91,92,21
2021-03-10,91,0,82.0,97,96,21
2021-03-11,94,0,87.0,91,96,70
2021-03-12,93,0,83.0,85,90,54
2021-03-13,90,0,74.0,70,81,36
2021-03-14,91,0,71.0,69,80,45
2021-03-15,91,0,81.0,88,87,100
2021-03-16,93,28,81.0,100,96,60
2021-03-17,96,0,84.0,89,90,39
2021-03-18,95,99,88.0,93,92,52
2021-03-19,96,0,84.0,82,96,33
2021-03-20,86,0,78.0,65,80,26
2021-03-21,87,0,75.0,71,79,24
2021-03-22,95,0,89.0,91,97,27
2021-03-23,92,0,91.0,89,92,27
2021-03-24,100,67,90.0,99,100,26
2021-03-25,97,0,90.0,97,95,26
2021-03-26,91,0,88.0,80,94,23
2021-03-27,90,0,79.0,66,83,21
2021-03-28,86,0,79.0,69,81,19
2021-03-29,94,34,97.0,91,89,24
2021-03-30,98,0,99.0,92,98,47
2021-03-31,99,0,100.0,95,97,40
2021-04-01,93,27,93.0,84,96,58
2021-04-02,87,0,83.0,71,99,62
2021-04-03,84,0,79.0,64,84,60
2021-04-04,84,0,77.0,68,93,58
2021-04-05,89,0,92.0,85,87,55
2021-04-06,96,0,100.0,97,95,73
2021-04-07,97,0,98.0,98,91,100
2021-04-08,99,0,94.0,90,91,84
2021-04-09,94,0,85.0,89,100,66
2021-04-10,85,0,77.0,69,80,51
2021-04-11,88,0,78.0,74,83,48
2021-04-12,95,100,88.0,94,88,50
2021-04-13,94,0,87.0,92,89,55
2021-04-14,96,0,84.0,92,89,57
2021-04-15,93,0,83.0,100,91,54
2021-04-16,95,26,86.0,86,86,49
2021-04-17,91,0,75.0,78,79,42
2021-04-18,91,0,76.0,74,78,42
2021-04-19,94,0,89.0,95,96,52
2021-04-20,97,25,86.0,96,100,52
2021-04-21,100,0,84.0,97,99,51
2021-04-22,95,25,87.0,95,93,51
2021-04-23,91,53,91.0,89,93,54
2021-04-24,95,0,80.0,71,84,44
2021-04-25,86,28,78.0,76,76,36
2021-04-26,93,0,93.0,96,85,45
2021-04-27,96,0,95.0,99,89,45
2021-04-28,98,0,91.0,96,89,49
2021-04-29,99,0,86.0,91,89,48
2021-04-30,89,0,87.0,86,85,43
2021-05-01,88,0,100.0,70,79,63
2021-05-02,85,0,68.0,67,74,62
2021-05-03,97,0,75.0,96,90,68
2021-05-04,96,0,72.0,97,91,70
2021-05-05,97,0,74.0,98,89,75
2021-05-06,97,50,73.0,100,91,99
2021-05-07,97,0,69.0,94,93,100
2021-05-08,88,57,66.0,71,88,72
2021-05-09,89,0,61.0,78,76,70
2021-05-10,98,51,73.0,97,100,88
2021-05-11,94,49,71.0,95,96,90
2021-05-12,98,50,70.0,97,88,84
2021-05-13,96,0,69.0,87,86,71
2021-05-14,92,0,69.0,82,89,68
2021-05-15,88,0,61.0,69,79,55
2021-05-16,88,0,61.0,70,73,52
2021-05-17,95,0,70.0,90,91,69
2021-05-18,93,100,68.0,93,88,73
2021-05-19,98,0,67.0,92,95,69
2021-05-20,100,0,67.0,96,92,69
2021-05-21,94,51,63.0,87,90,69
2021-05-22,87,0,56.0,64,78,60
2021-05-23,93,0,53.0,68,83,58
2021-05-24,98,0,64.0,93,95,61
2021-05-25,100,0,69.0,91,99,75
2021-05-26,99,0,69.0,89,86,93
2021-05-27,98,0,67.0,91,92,75
2021-05-28,94,53,66.0,78,90,73
2021-05-29,89,0,57.0,68,77,59
2021-05-30,89,0,57.0,74,75,53
2021-05-31,89,0,65.0,76,78,60
2021-06-01,90,0,81.0,96,88,74
2021-06-02,93,100,69.0,96,89,78
2021-06-03,93,0,66.0,99,89,84
2021-06-04,91,53,64.0,92,89,76
2021-06-05,85,0,59.0,72,79,66
2021-06-06,90,0,57.0,79,72,58
2021-06-07,91,0,67.0,94,95,70
2021-06-08,92,0,67.0,96,100,76
2021-06-09,97,0,65.0,100,94,87
2021-06-10,96,0,62.0,100,93,100
2021-06-11,91,0,61.0,90,89,99
2021-06-12,88,0,54.0,70,79,77
2021-06-13,90,0,53.0,72,78,68
2021-06-14,97,0,64.0,99,93,80
2021-06-15,90,0,62.0,93,86,82
2021-06-16,100,50,62.0,95,93,79
2021-06-17,89,0,61.0,97,84,82
2021-06-18,91,53,60.0,88,82,80
2021-06-19,79,0,53.0,74,73,65
2021-06-20,83,58,54.0,69,68,56
2021-06-21,92,0,66.0,88,82,62
2021-06-22,90,0,100.0,94,86,67
2021-06-23,88,0,67.0,94,88,65
2021-06-24,96,0,65.0,94,89,62
2021-06-25,90,0,65.0,82,90,56
2021-06-26,85,0,60.0,67,88,55
2021-06-27,89,59,62.0,74,76,48
2021-06-28,93,51,70.0,89,81,61
2021-06-29,95,0,67.0,91,85,63
2021-06-30,99,0,67.0,91,86,63
