Date,bank,capital,Barclays,banking,business,London
2017-01-01,54,57,63,46,47,100
2017-01-02,93,77,82,95,62,84
2017-01-03,100,90,100,100,83,86
2017-01-04,96,93,89,94,89,86
2017-01-05,93,89,92,92,90,86
2017-01-06,91,86,82,89,78,86
2017-01-07,70,70,64,71,56,86
2017-01-08,52,65,48,49,61,94
2017-01-09,89,91,78,89,88,98
2017-01-10,88,94,74,85,92,85
2017-01-11,84,94,70,80,92,85
2017-01-12,86,91,73,81,94,95
2017-01-13,90,90,77,79,80,89
2017-01-14,64,72,85,53,58,83
2017-01-15,52,70,79,44,62,89
2017-01-16,85,90,81,78,88,86
2017-01-17,89,92,73,73,96,83
2017-01-18,84,94,62,73,98,81
2017-01-19,83,92,66,72,95,83
2017-01-20,84,92,70,77,82,82
2017-01-21,67,69,83,61,57,82
2017-01-22,49,70,70,44,61,84
2017-01-23,85,94,74,74,92,85
2017-01-24,83,100,75,75,95,80
2017-01-25,83,92,70,77,93,83
2017-01-26,74,90,72,62,86,84
2017-01-27,90,92,84,83,85,80
2017-01-28,64,67,63,58,60,84
2017-01-29,50,67,51,44,65,88
2017-01-30,90,92,84,85,95,83
2017-01-31,93,99,97,96,100,86
2017-02-01,94,96,94,100,95,95
2017-02-02,95,93,87,94,96,92
2017-02-03,96,93,87,89,85,94
2017-02-04,76,73,91,76,61,95
2017-02-05,56,63,75,50,63,98
2017-02-06,93,88,85,90,90,92
2017-02-07,87,97,79,90,100,92
2017-02-08,88,94,77,84,93,97
2017-02-09,86,90,83,82,94,93
2017-02-10,91,93,79,84,83,89
2017-02-11,65,70,92,60,58,89
2017-02-12,55,66,68,47,62,95
2017-02-13,90,94,87,82,90,93
2017-02-14,88,95,71,81,90,89
2017-02-15,89,96,78,85,93,89
2017-02-16,89,95,74,82,96,94
2017-02-17,91,92,73,81,86,93
2017-02-18,72,71,65,64,60,93
2017-02-19,54,68,52,48,65,99
2017-02-20,89,92,78,84,93,100
2017-02-21,91,97,76,78,100,94
2017-02-22,91,100,73,80,99,97
2017-02-23,89,98,87,81,92,95
2017-02-24,87,97,85,80,83,93
2017-02-25,68,72,100,61,61,93
2017-02-26,53,74,69,46,67,96
2017-02-27,96,94,100,87,98,95
2017-02-28,100,94,96,94,97,93
2017-03-01,94,99,95,89,96,37
2017-03-02,94,96,90,83,94,38
2017-03-03,94,100,89,80,85,39
2017-03-04,71,70,91,65,58,38
2017-03-05,54,70,75,47,66,42
2017-03-06,93,99,91,83,99,40
2017-03-07,87,99,79,77,99,40
2017-03-08,87,99,83,76,97,38
2017-03-09,87,97,79,77,95,37
2017-03-10,90,94,92,77,87,38
2017-03-11,65,73,73,52,59,37
2017-03-12,49,72,63,41,63,39
2017-03-13,80,100,90,64,96,38
2017-03-14,84,97,79,73,99,38
2017-03-15,88,99,75,76,95,38
2017-03-16,88,96,78,73,93,37
2017-03-17,87,91,82,71,81,38
2017-03-18,64,73,75,59,60,39
2017-03-19,51,68,78,42,62,40
2017-03-20,85,97,90,75,100,41
2017-03-21,84,96,82,73,99,38
2017-03-22,83,96,79,70,95,100
2017-03-23,82,96,81,72,90,82
2017-03-24,83,92,88,72,84,49
2017-03-25,65,70,70,54,59,40
2017-03-26,52,72,49,43,63,41
2017-03-27,90,95,90,75,96,39
2017-03-28,88,96,87,76,95,39
2017-03-29,83,99,79,75,96,39
2017-03-30,90,92,77,83,91,37
2017-03-31,100,90,100,100,79,37
2017-04-01,79,72,77,74,60,75
2017-04-02,58,74,62,52,63,74
2017-04-03,100,100,92,100,96,76
2017-04-04,95,96,88,86,100,74
2017-04-05,89,97,81,84,98,73
2017-04-06,87,93,80,81,97,75
2017-04-07,92,96,79,85,85,74
2017-04-08,69,74,74,60,60,69
2017-04-09,53,72,59,44,61,71
2017-04-10,95,96,93,89,95,78
2017-04-11,91,95,80,78,96,72
2017-04-12,91,93,72,78,95,76
2017-04-13,93,90,84,79,89,74
2017-04-14,87,85,67,58,73,70
2017-04-15,70,75,74,56,57,67
2017-04-16,50,66,62,38,57,71
2017-04-17,88,92,59,69,83,70
2017-04-18,89,98,85,77,96,70
2017-04-19,88,97,83,74,95,72
2017-04-20,88,96,75,73,93,76
2017-04-21,88,95,80,68,83,76
2017-04-22,65,69,76,52,59,78
2017-04-23,50,66,65,38,60,100
2017-04-24,89,95,84,73,97,83
2017-04-25,88,97,86,74,97,78
2017-04-26,84,99,84,72,97,75
2017-04-27,88,100,97,77,93,74
2017-04-28,98,95,100,87,81,73
2017-04-29,75,74,80,67,57,75
2017-04-30,60,66,83,45,61,75
2017-05-01,97,90,74,70,92,91
2017-05-02,100,98,100,100,97,88
2017-05-03,93,95,78,92,98,85
2017-05-04,94,94,76,88,93,92
2017-05-05,95,95,85,90,86,86
2017-05-06,73,68,83,70,61,85
2017-05-07,55,68,75,48,63,86
2017-05-08,94,100,93,86,98,89
2017-05-09,92,97,82,81,100,82
2017-05-10,86,97,75,79,93,82
2017-05-11,89,98,75,80,94,86
2017-05-12,91,93,90,83,84,86
2017-05-13,68,68,87,59,56,82
2017-05-14,51,62,66,44,59,82
2017-05-15,95,100,83,83,94,89
2017-05-16,89,95,86,72,90,88
2017-05-17,86,90,82,70,90,84
2017-05-18,84,90,81,71,90,86
2017-05-19,88,89,91,74,82,88
2017-05-20,70,67,74,58,56,88
2017-05-21,51,65,76,42,56,85
2017-05-22,90,90,84,75,88,90
2017-05-23,90,90,69,71,91,100
2017-05-24,87,87,70,71,90,88
2017-05-25,86,88,73,68,84,86
2017-05-26,92,83,73,77,76,84
2017-05-27,69,67,58,57,55,91
2017-05-28,58,62,43,45,55,92
2017-05-29,90,74,52,78,74,84
2017-05-30,92,90,82,86,89,92
2017-05-31,97,93,87,94,87,85
2017-06-01,93,96,93,91,94,19
2017-06-02,89,93,92,86,84,21
2017-06-03,70,71,63,63,60,49
2017-06-04,51,72,54,43,62,100
2017-06-05,87,96,86,80,92,37
2017-06-06,86,96,85,82,97,28
2017-06-07,84,94,77,82,97,24
2017-06-08,85,93,78,77,94,22
2017-06-09,84,90,79,80,88,22
2017-06-10,66,74,64,57,61,20
2017-06-11,52,71,55,45,65,21
2017-06-12,91,100,86,82,97,21
2017-06-13,86,94,76,72,95,20
2017-06-14,83,99,89,72,93,60
2017-06-15,86,91,76,73,92,35
2017-06-16,86,90,83,73,83,29
2017-06-17,68,74,62,59,60,25
2017-06-18,52,65,43,39,59,24
2017-06-19,96,94,83,74,97,33
2017-06-20,87,97,100,71,100,23
2017-06-21,87,97,77,72,95,22
2017-06-22,86,92,93,73,95,21
2017-06-23,88,92,93,75,86,21
2017-06-24,63,71,59,55,58,21
2017-06-25,49,68,68,44,64,23
2017-06-26,80,92,91,68,94,23
2017-06-27,84,95,94,75,96,21
2017-06-28,83,93,94,79,96,22
2017-06-29,88,93,84,83,92,20
2017-06-30,100,93,93,100,81,20
2017-07-01,79,76,58,74,56,96
2017-07-02,56,67,49,51,60,91
2017-07-03,100,87,94,95,84,96
2017-07-04,81,86,80,88,78,94
2017-07-05,92,96,70,87,94,94
2017-07-06,92,97,74,85,93,93
2017-07-07,95,96,73,85,88,99
2017-07-08,67,75,54,57,62,97
2017-07-09,53,74,45,47,64,97
2017-07-10,95,97,78,87,96,99
2017-07-11,89,96,76,81,98,95
2017-07-12,87,98,69,78,99,94
2017-07-13,86,91,77,75,94,91
2017-07-14,91,97,82,77,86,99
2017-07-15,73,77,53,60,61,97
2017-07-16,53,71,44,44,61,92
2017-07-17,88,94,80,76,94,88
2017-07-18,85,93,73,73,98,89
2017-07-19,87,96,71,72,100,91
2017-07-20,84,97,74,74,96,89
2017-07-21,83,92,72,73,85,84
2017-07-22,64,71,63,55,61,90
2017-07-23,51,70,44,42,60,90
2017-07-24,85,90,83,75,91,89
2017-07-25,88,100,69,78,98,90
2017-07-26,88,97,76,79,94,91
2017-07-27,91,94,77,81,97,88
2017-07-28,94,97,100,86,86,89
2017-07-29,73,80,62,65,61,92
2017-07-30,56,70,45,51,59,100
2017-07-31,99,96,97,100,93,90
2017-08-01,100,100,98,98,98,85
2017-08-02,93,98,90,88,99,86
2017-08-03,91,88,89,82,96,82
2017-08-04,98,87,87,82,85,86
2017-08-05,77,72,68,71,60,97
2017-08-06,55,64,50,46,61,100
2017-08-07,91,88,83,79,94,93
2017-08-08,89,95,86,78,97,91
2017-08-09,87,90,81,79,92,91
2017-08-10,89,95,83,81,97,90
2017-08-11,88,86,90,76,85,85
2017-08-12,68,73,92,55,59,91
2017-08-13,53,64,72,44,59,89
2017-08-14,89,95,87,77,90,85
2017-08-15,82,94,83,64,98,83
2017-08-16,91,92,84,78,94,79
2017-08-17,86,92,77,76,94,81
2017-08-18,87,89,92,81,86,81
2017-08-19,68,70,96,61,58,75
2017-08-20,52,70,70,46,61,78
2017-08-21,84,84,100,75,95,81
2017-08-22,88,92,86,73,100,78
2017-08-23,87,93,82,76,98,80
2017-08-24,85,92,82,77,96,77
2017-08-25,87,87,94,74,82,77
2017-08-26,67,67,88,55,59,76
2017-08-27,56,63,65,43,58,74
2017-08-28,100,92,60,81,91,70
2017-08-29,89,92,95,85,98,79
2017-08-30,91,96,97,85,100,78
2017-08-31,94,96,93,100,96,80
2017-09-01,100,92,79,100,77,46
2017-09-02,73,73,66,69,53,47
2017-09-03,54,71,49,53,60,49
2017-09-04,82,85,83,96,77,51
2017-09-05,93,98,83,94,92,49
2017-09-06,93,97,73,94,97,48
2017-09-07,94,97,80,96,97,50
2017-09-08,92,91,84,90,87,49
2017-09-09,66,67,90,61,55,46
2017-09-10,53,68,64,50,62,49
2017-09-11,90,92,78,93,99,49
2017-09-12,88,94,78,86,95,49
2017-09-13,88,98,67,80,96,50
2017-09-14,88,97,74,85,95,49
2017-09-15,94,100,80,89,84,100
2017-09-16,70,72,76,65,59,60
2017-09-17,52,67,74,48,59,52
2017-09-18,89,99,85,83,97,52
2017-09-19,85,97,70,80,100,48
2017-09-20,83,100,78,83,96,47
2017-09-21,86,96,79,79,92,47
2017-09-22,91,92,80,86,89,53
2017-09-23,68,70,86,62,57,50
2017-09-24,51,68,58,49,62,56
2017-09-25,90,96,89,90,96,51
2017-09-26,88,98,78,86,94,49
2017-09-27,86,99,81,89,95,48
2017-09-28,90,95,80,90,95,47
2017-09-29,96,97,95,94,85,49
2017-09-30,69,71,100,65,54,49
2017-10-01,57,71,81,59,60,89
2017-10-02,91,98,100,87,90,87
2017-10-03,97,98,91,100,98,86
2017-10-04,96,99,90,99,95,83
2017-10-05,95,99,89,97,92,82
2017-10-06,100,93,87,93,86,78
2017-10-07,75,71,71,72,59,100
2017-10-08,59,71,59,53,65,86
2017-10-09,98,91,80,91,94,83
2017-10-10,94,95,81,92,98,79
2017-10-11,93,95,88,90,95,81
2017-10-12,93,97,83,86,98,81
2017-10-13,95,100,88,88,86,80
2017-10-14,73,73,100,63,60,80
2017-10-15,56,69,62,48,63,80
2017-10-16,97,92,92,88,98,94
2017-10-17,90,95,86,83,94,80
2017-10-18,85,94,82,75,96,81
2017-10-19,81,95,83,68,95,81
2017-10-20,86,88,86,74,81,83
2017-10-21,68,71,94,58,59,79
2017-10-22,53,67,74,44,62,84
2017-10-23,91,94,85,79,94,85
2017-10-24,89,100,87,81,100,79
2017-10-25,92,95,90,80,94,79
2017-10-26,90,97,88,84,95,82
2017-10-27,94,92,94,87,86,80
2017-10-28,68,67,88,62,55,73
2017-10-29,56,65,63,48,63,92
2017-10-30,99,96,91,93,92,83
2017-10-31,95,90,90,97,98,78
2017-11-01,98,97,100,100,96,82
2017-11-02,100,94,97,97,96,83
2017-11-03,99,93,89,90,86,81
2017-11-04,74,66,88,67,63,81
2017-11-05,56,65,93,51,62,86
2017-11-06,98,99,90,92,98,82
2017-11-07,92,100,87,89,97,79
2017-11-08,90,99,84,86,98,79
2017-11-09,92,95,82,82,94,80
2017-11-10,99,89,84,87,83,80
2017-11-11,69,69,61,59,57,79
2017-11-12,55,67,54,47,65,84
2017-11-13,91,91,84,84,93,82
2017-11-14,91,96,84,83,100,80
2017-11-15,92,99,86,86,97,81
2017-11-16,85,95,84,79,94,79
2017-11-17,90,92,94,78,84,80
2017-11-18,71,70,96,61,57,77
2017-11-19,53,65,63,46,60,82
2017-11-20,88,91,92,78,90,77
2017-11-21,87,89,83,81,94,79
2017-11-22,88,84,93,78,85,79
2017-11-23,72,74,79,76,72,81
2017-11-24,85,76,94,80,65,100
2017-11-25,65,63,90,57,58,82
2017-11-26,53,62,73,47,62,76
2017-11-27,91,91,88,84,89,77
2017-11-28,93,94,95,85,94,75
2017-11-29,91,90,96,84,96,74
2017-11-30,97,94,100,98,92,77
2017-12-01,96,71,93,98,84,80
2017-12-02,74,62,100,65,60,81
2017-12-03,54,53,72,52,66,85
2017-12-04,96,75,98,93,98,87
2017-12-05,92,78,78,90,100,83
2017-12-06,90,100,82,88,98,85
2017-12-07,87,96,77,86,98,83
2017-12-08,91,80,86,82,82,86
2017-12-09,66,63,85,62,60,87
2017-12-10,52,57,76,48,63,100
2017-12-11,91,74,90,90,95,94
2017-12-12,87,75,80,82,95,87
2017-12-13,86,74,95,83,97,80
2017-12-14,86,74,84,81,91,81
2017-12-15,93,86,86,85,81,80
2017-12-16,71,58,88,65,55,80
2017-12-17,54,56,72,48,57,82
2017-12-18,89,72,91,83,87,83
2017-12-19,90,74,82,86,91,82
2017-12-20,91,73,79,87,89,81
2017-12-21,94,71,83,89,84,81
2017-12-22,96,69,97,92,69,79
2017-12-23,69,53,87,61,52,80
2017-12-24,48,43,50,42,44,73
2017-12-25,45,44,28,39,46,72
2017-12-26,79,58,71,68,59,81
2017-12-27,93,64,89,89,72,91
2017-12-28,93,62,86,88,72,88
2017-12-29,100,65,91,100,67,89
2017-12-30,77,53,89,73,53,88
2017-12-31,52,48,57,49,50,95
2018-01-01,64,67,74,60,49,100
2018-01-02,100,94,100,100,80,89
2018-01-03,97,97,91,92,87,89
2018-01-04,89,96,87,88,88,87
2018-01-05,91,90,88,89,82,86
2018-01-06,71,67,68,62,61,84
2018-01-07,55,69,53,50,59,85
2018-01-08,87,93,72,86,90,85
2018-01-09,86,94,78,84,95,84
2018-01-10,88,97,76,86,95,87
2018-01-11,87,97,74,81,95,92
2018-01-12,87,97,78,80,86,90
2018-01-13,67,77,74,55,58,83
2018-01-14,52,70,71,43,59,84
2018-01-15,84,92,85,75,89,87
2018-01-16,85,98,77,79,93,87
2018-01-17,83,97,77,75,91,82
2018-01-18,84,96,74,77,95,85
2018-01-19,86,98,78,76,87,84
2018-01-20,67,73,81,58,59,85
2018-01-21,50,66,57,45,60,90
2018-01-22,82,100,91,73,93,84
2018-01-23,83,100,75,74,100,84
2018-01-24,81,95,76,73,98,82
2018-01-25,84,98,82,79,90,84
2018-01-26,75,89,81,69,83,83
2018-01-27,63,69,65,55,58,82
2018-01-28,51,72,56,48,64,86
2018-01-29,89,96,80,89,98,89
2018-01-30,92,97,78,88,99,83
2018-01-31,89,98,91,95,96,84
2018-02-01,96,99,95,91,97,80
2018-02-02,97,97,86,84,85,82
2018-02-03,75,70,92,60,61,85
2018-02-04,57,70,78,45,60,83
2018-02-05,96,94,98,82,92,84
2018-02-06,95,100,99,81,97,84
2018-02-07,91,98,91,82,97,81
2018-02-08,91,95,84,77,95,81
2018-02-09,94,97,91,77,85,84
2018-02-10,70,72,89,53,57,82
2018-02-11,54,71,74,42,62,86
2018-02-12,97,93,92,76,93,93
2018-02-13,87,94,92,66,96,85
2018-02-14,87,90,85,74,88,79
2018-02-15,89,95,84,77,87,82
2018-02-16,89,96,89,72,79,83
2018-02-17,74,71,71,54,55,81
2018-02-18,56,72,57,42,62,84
2018-02-19,89,90,87,68,87,86
2018-02-20,93,98,80,72,100,85
2018-02-21,95,98,91,70,93,83
2018-02-22,94,100,100,71,93,81
2018-02-23,93,96,92,74,84,82
2018-02-24,72,74,84,54,60,83
2018-02-25,55,68,70,44,60,84
2018-02-26,94,95,91,80,93,93
2018-02-27,96,98,85,82,95,92
2018-02-28,100,97,93,100,92,100
2018-03-01,92,90,81,99,87,99
2018-03-02,86,94,88,83,85,100
2018-03-03,75,69,89,73,63,83
2018-03-04,56,65,75,55,63,86
2018-03-05,94,88,87,93,97,81
2018-03-06,94,95,87,93,99,79
2018-03-07,92,89,79,92,100,79
2018-03-08,92,88,79,89,95,77
2018-03-09,93,100,81,91,92,81
2018-03-10,71,68,84,62,62,83
2018-03-11,54,66,56,46,64,84
2018-03-12,93,90,89,89,95,83
2018-03-13,97,92,77,85,97,82
2018-03-14,93,89,74,81,96,81
2018-03-15,97,91,77,87,97,84
2018-03-16,94,87,76,82,85,84
2018-03-17,70,68,77,62,59,86
2018-03-18,54,67,55,49,60,88
2018-03-19,95,94,82,84,96,87
2018-03-20,87,96,80,82,98,81
2018-03-21,85,92,75,81,95,78
2018-03-22,89,90,76,82,97,83
2018-03-23,90,90,81,88,85,84
2018-03-24,68,67,68,59,60,88
2018-03-25,54,65,52,47,62,96
2018-03-26,94,91,81,89,93,88
2018-03-27,95,87,78,89,97,86
2018-03-28,100,85,79,100,94,85
2018-03-29,96,83,100,96,91,85
2018-03-30,93,73,68,70,72,85
2018-03-31,74,63,83,72,56,79
2018-04-01,55,65,61,49,55,66
2018-04-02,89,92,65,73,82,65
2018-04-03,100,100,100,100,90,67
2018-04-04,94,96,83,90,92,65
2018-04-05,93,96,82,86,93,62
2018-04-06,91,99,92,84,84,66
2018-04-07,69,77,92,60,61,64
2018-04-08,53,72,68,46,64,64
2018-04-09,94,100,83,81,97,67
2018-04-10,86,96,76,79,96,64
2018-04-11,86,98,79,74,91,61
2018-04-12,86,96,80,75,92,64
2018-04-13,90,93,83,75,84,62
2018-04-14,62,73,81,50,57,60
2018-04-15,52,74,65,43,63,66
2018-04-16,91,100,90,79,94,64
2018-04-17,88,98,84,74,100,63
2018-04-18,84,98,77,71,94,67
2018-04-19,85,97,80,72,94,68
2018-04-20,85,94,83,72,80,66
2018-04-21,66,70,68,54,56,67
2018-04-22,52,72,61,41,57,100
2018-04-23,86,95,85,74,92,78
2018-04-24,85,97,78,74,96,68
2018-04-25,84,95,86,73,93,66
2018-04-26,90,93,82,74,91,65
2018-04-27,95,94,87,85,83,65
2018-04-28,68,71,87,58,58,63
2018-04-29,55,73,70,45,59,68
2018-04-30,99,95,93,86,91,73
2018-05-01,88,90,100,80,96,93
2018-05-02,91,95,92,100,99,91
2018-05-03,91,96,78,93,97,100
2018-05-04,96,90,93,91,84,88
2018-05-05,74,68,78,67,58,83
2018-05-06,57,64,58,49,59,83
2018-05-07,100,92,63,87,93,78
2018-05-08,90,99,89,90,99,87
2018-05-09,86,99,91,87,98,85
2018-05-10,84,94,86,78,95,85
2018-05-11,86,94,87,82,87,84
2018-05-12,64,66,70,55,59,84
2018-05-13,48,61,67,45,59,80
2018-05-14,87,97,84,86,96,85
2018-05-15,92,100,81,86,98,86
2018-05-16,86,98,76,79,97,87
2018-05-17,87,96,78,76,100,81
2018-05-18,89,94,83,78,89,88
2018-05-19,65,66,62,57,57,97
2018-05-20,51,65,48,45,67,89
2018-05-21,85,92,77,76,93,93
2018-05-22,87,90,69,78,99,90
2018-05-23,83,92,85,77,96,85
2018-05-24,91,92,82,76,96,88
2018-05-25,92,87,93,86,85,88
2018-05-26,69,66,64,59,58,90
2018-05-27,55,64,41,47,64,93
2018-05-28,84,80,56,86,76,85
2018-05-29,90,95,95,89,94,91
2018-05-30,90,93,84,88,95,90
2018-05-31,93,96,92,93,93,91
2018-06-01,100,81,100,94,83,92
2018-06-02,78,62,68,70,62,88
2018-06-03,58,63,52,53,65,100
2018-06-04,95,85,94,94,95,95
2018-06-05,93,91,81,97,100,89
2018-06-06,88,84,82,89,99,95
2018-06-07,90,83,83,86,97,91
2018-06-08,94,85,89,87,86,88
2018-06-09,66,68,63,62,60,88
2018-06-10,54,64,57,48,62,90
2018-06-11,92,85,81,86,90,88
2018-06-12,87,97,76,80,98,90
2018-06-13,85,85,77,78,92,90
2018-06-14,85,82,72,78,88,91
2018-06-15,83,82,77,81,80,89
2018-06-16,59,63,65,53,51,87
2018-06-17,50,58,46,42,56,86
2018-06-18,94,81,77,81,92,89
2018-06-19,82,83,76,78,92,86
2018-06-20,84,80,78,75,93,88
2018-06-21,82,80,76,74,92,83
2018-06-22,84,76,80,79,82,88
2018-06-23,60,63,61,55,59,85
2018-06-24,50,62,47,45,61,81
2018-06-25,84,80,77,81,91,90
2018-06-26,84,79,77,81,97,85
2018-06-27,82,77,81,81,93,84
2018-06-28,86,100,82,87,93,83
2018-06-29,97,94,89,100,87,88
2018-06-30,73,65,61,77,57,80
