Date,property,portfolio,WPG,investment,securities,Land Securities Group
2019-12-31,79,56,69,72,55,0.0
2020-01-01,69,48,80,59,44,0.0
2020-01-02,89,83,55,86,81,0.0
2020-01-03,91,78,76,88,100,0.0
2020-01-04,73,59,99,63,46,0.0
2020-01-05,78,64,51,71,42,0.0
2020-01-06,96,86,66,88,89,100.0
2020-01-07,97,88,90,98,90,0.0
2020-01-08,97,91,85,94,95,0.0
2020-01-09,99,91,81,98,95,0.0
2020-01-10,89,82,70,89,89,0.0
2020-01-11,74,62,64,65,27,0.0
2020-01-12,76,69,54,69,34,0.0
2020-01-13,96,84,41,87,89,0.0
2020-01-14,95,89,89,99,95,0.0
2020-01-15,97,95,71,93,98,0.0
2020-01-16,96,100,100,98,86,0.0
2020-01-17,89,80,66,85,85,0.0
2020-01-18,75,60,82,69,34,0.0
2020-01-19,74,59,44,69,40,0.0
2020-01-20,91,90,73,97,91,98.0
2020-01-21,100,89,84,98,88,0.0
2020-01-22,99,96,68,97,95,97.0
2020-01-23,94,82,52,94,89,0.0
2020-01-24,88,85,78,87,81,0.0
2020-01-25,73,60,77,59,30,0.0
2020-01-26,71,53,35,57,35,0.0
2020-01-27,93,87,66,87,94,0.0
2020-01-28,99,92,67,94,81,0.0
2020-01-29,100,90,79,100,91,0.0
2020-01-30,94,100,64,100,100,0.0
2020-01-31,96,87,78,87,87,0.0
2020-02-01,72,56,49,61,44,0.0
2020-02-02,68,57,48,67,37,0.0
2020-02-03,90,84,53,91,77,0.0
2020-02-04,94,91,50,92,87,0.0
2020-02-05,94,87,30,94,86,0.0
2020-02-06,90,94,66,93,91,0.0
2020-02-07,88,73,52,87,83,100.0
2020-02-08,69,64,28,64,33,0.0
2020-02-09,69,60,39,64,31,0.0
2020-02-10,91,89,61,88,86,0.0
2020-02-11,91,94,71,98,81,0.0
2020-02-12,94,98,67,97,95,0.0
2020-02-13,90,94,35,86,78,0.0
2020-02-14,83,87,60,81,75,0.0
2020-02-15,72,57,45,63,45,0.0
2020-02-16,74,63,47,61,35,0.0
2020-02-17,90,79,37,85,73,0.0
2020-02-18,96,84,41,99,89,0.0
2020-02-19,96,92,67,99,91,95.0
2020-02-20,92,97,49,100,96,94.0
2020-02-21,94,89,60,88,73,0.0
2020-02-22,72,63,41,64,39,0.0
2020-02-23,75,59,38,68,32,0.0
2020-02-24,100,98,44,93,100,94.0
2020-02-25,99,96,71,99,94,0.0
2020-02-26,94,96,74,94,82,0.0
2020-02-27,93,100,100,90,93,0.0
2020-02-28,89,97,70,84,84,0.0
2020-02-29,74,70,49,67,46,0.0
2020-03-01,76,58,45,65,34,0.0
2020-03-02,100,89,73,90,71,0.0
2020-03-03,100,97,100,100,82,98.0
2020-03-04,96,91,93,94,81,97.0
2020-03-05,98,85,58,95,79,100.0
2020-03-06,92,75,73,91,65,0.0
2020-03-07,75,56,58,60,34,0.0
2020-03-08,72,58,42,66,29,0.0
2020-03-09,98,100,80,91,74,0.0
2020-03-10,92,85,57,94,56,0.0
2020-03-11,91,81,70,93,73,0.0
2020-03-12,82,92,75,93,80,0.0
2020-03-13,75,80,55,83,100,0.0
2020-03-14,67,56,38,63,37,0.0
2020-03-15,66,55,46,72,35,0.0
2020-03-16,78,79,79,85,83,0.0
2020-03-17,75,88,49,82,94,0.0
2020-03-18,81,86,64,84,71,0.0
2020-03-19,73,79,56,77,82,0.0
2020-03-20,72,77,72,73,63,0.0
2020-03-21,63,51,56,62,38,0.0
2020-03-22,59,55,51,63,29,0.0
2020-03-23,72,76,93,74,81,90.0
2020-03-24,70,74,48,75,73,94.0
2020-03-25,67,81,83,75,68,0.0
2020-03-26,73,88,73,75,68,0.0
2020-03-27,69,77,66,72,60,0.0
2020-03-28,62,54,29,55,28,0.0
2020-03-29,60,52,47,63,31,0.0
2020-03-30,76,77,47,71,64,92.0
2020-03-31,75,81,56,78,61,0.0
2020-04-01,88,77,100,76,83,0.0
2020-04-02,88,73,80,76,61,0.0
2020-04-03,81,75,45,82,72,88.0
2020-04-04,70,55,68,65,43,0.0
2020-04-05,71,56,18,68,35,100.0
2020-04-06,90,76,71,85,63,0.0
2020-04-07,89,82,49,92,81,0.0
2020-04-08,88,81,73,91,85,88.0
2020-04-09,88,83,92,91,75,0.0
2020-04-10,82,71,66,75,58,0.0
2020-04-11,73,52,32,63,38,0.0
2020-04-12,73,56,79,71,32,0.0
2020-04-13,92,77,87,87,85,0.0
2020-04-14,96,87,76,90,68,0.0
2020-04-15,93,89,60,97,98,0.0
2020-04-16,91,83,72,89,86,0.0
2020-04-17,90,78,66,92,100,0.0
2020-04-18,78,64,73,76,47,0.0
2020-04-19,79,61,64,73,35,0.0
2020-04-20,91,83,86,98,92,0.0
2020-04-21,91,81,71,100,95,0.0
2020-04-22,92,80,64,97,97,0.0
2020-04-23,90,77,43,97,76,0.0
2020-04-24,84,80,90,91,77,0.0
2020-04-25,79,58,73,71,43,0.0
2020-04-26,81,62,64,73,41,99.0
2020-04-27,100,81,73,94,88,0.0
2020-04-28,97,82,52,95,76,0.0
2020-04-29,100,100,64,95,82,0.0
2020-04-30,98,82,57,93,82,0.0
2020-05-01,89,91,65,87,61,0.0
2020-05-02,75,61,76,71,52,0.0
2020-05-03,73,69,28,75,37,0.0
2020-05-04,91,97,74,94,81,0.0
2020-05-05,91,99,53,92,81,0.0
2020-05-06,88,95,45,90,84,0.0
2020-05-07,88,90,62,93,90,0.0
2020-05-08,82,82,67,92,96,0.0
2020-05-09,78,76,66,76,50,0.0
2020-05-10,75,67,58,77,31,0.0
2020-05-11,90,82,71,95,75,0.0
2020-05-12,91,87,92,97,98,64.0
2020-05-13,95,90,61,100,100,0.0
2020-05-14,95,100,50,97,83,0.0
2020-05-15,93,97,74,94,70,100.0
2020-05-16,82,68,58,70,44,0.0
2020-05-17,83,66,33,74,32,38.0
2020-05-18,100,95,55,92,97,0.0
2020-05-19,100,96,100,91,87,32.0
2020-05-20,95,90,69,95,87,0.0
2020-05-21,90,94,52,93,84,0.0
2020-05-22,93,88,81,89,81,67.0
2020-05-23,83,67,54,74,36,0.0
2020-05-24,81,65,42,67,33,0.0
2020-05-25,83,75,62,79,61,0.0
2020-05-26,100,81,76,94,73,0.0
2020-05-27,99,93,45,99,81,0.0
2020-05-28,100,82,89,98,84,0.0
2020-05-29,95,89,71,89,85,0.0
2020-05-30,81,57,50,70,37,38.0
2020-05-31,86,68,59,76,33,0.0
2020-06-01,83,78,56,83,63,0.0
2020-06-02,86,100,70,89,75,94.0
2020-06-03,84,92,50,90,71,0.0
2020-06-04,79,95,52,95,72,0.0
2020-06-05,79,95,83,92,78,0.0
2020-06-06,73,70,40,72,40,0.0
2020-06-07,72,72,51,84,40,0.0
2020-06-08,86,96,100,99,95,89.0
2020-06-09,85,97,47,96,78,88.0
2020-06-10,83,95,62,92,91,0.0
2020-06-11,86,93,42,100,79,0.0
2020-06-12,81,86,56,93,74,100.0
2020-06-13,69,61,69,75,32,0.0
2020-06-14,71,71,48,70,32,0.0
2020-06-15,88,84,54,97,70,0.0
2020-06-16,89,95,58,91,81,0.0
2020-06-17,88,91,60,96,75,96.0
2020-06-18,83,96,63,94,81,0.0
2020-06-19,80,90,47,91,81,0.0
2020-06-20,72,56,59,68,38,0.0
2020-06-21,69,62,62,67,32,0.0
2020-06-22,90,81,61,93,84,0.0
2020-06-23,90,93,70,94,100,0.0
2020-06-24,90,86,56,93,82,0.0
2020-06-25,89,77,52,96,69,0.0
2020-06-26,84,73,47,85,82,0.0
2020-06-27,76,55,79,71,41,0.0
2020-06-28,80,58,48,73,28,0.0
2020-06-29,98,88,71,100,92,99.0
2020-06-30,100,90,49,97,78,0.0
2020-07-01,95,90,61,92,71,0.0
2020-07-02,93,94,51,96,77,0.0
2020-07-03,82,72,53,81,72,0.0
2020-07-04,76,62,55,68,45,0.0
2020-07-05,78,70,32,73,35,0.0
2020-07-06,99,89,65,94,82,0.0
2020-07-07,94,88,54,93,98,0.0
2020-07-08,96,90,52,97,95,0.0
2020-07-09,97,95,45,100,88,0.0
2020-07-10,91,85,51,88,82,0.0
2020-07-11,80,60,64,71,45,0.0
2020-07-12,80,66,100,75,38,0.0
2020-07-13,92,90,48,96,84,0.0
2020-07-14,100,88,63,89,84,86.0
2020-07-15,95,91,77,96,99,0.0
2020-07-16,90,95,64,98,92,88.0
2020-07-17,85,100,85,89,71,0.0
2020-07-18,77,67,24,72,41,0.0
2020-07-19,75,68,56,68,42,0.0
2020-07-20,93,81,91,87,82,86.0
2020-07-21,95,96,79,97,90,89.0
2020-07-22,91,92,42,100,98,0.0
2020-07-23,92,92,89,95,89,88.0
2020-07-24,87,86,59,83,78,0.0
2020-07-25,72,66,45,65,41,0.0
2020-07-26,78,62,44,71,36,100.0
2020-07-27,97,84,53,90,89,0.0
2020-07-28,93,91,49,96,92,0.0
2020-07-29,93,88,79,92,87,0.0
2020-07-30,93,95,64,93,100,0.0
2020-07-31,84,91,72,86,67,0.0
2020-08-01,76,62,56,63,35,0.0
2020-08-02,76,68,83,63,47,0.0
2020-08-03,93,84,74,82,79,0.0
2020-08-04,94,88,95,94,83,0.0
2020-08-05,91,82,39,85,88,0.0
2020-08-06,95,91,52,100,91,0.0
2020-08-07,85,79,82,74,74,0.0
2020-08-08,76,61,41,65,49,0.0
2020-08-09,78,64,56,61,39,0.0
2020-08-10,97,86,64,87,84,0.0
2020-08-11,97,85,71,88,96,0.0
2020-08-12,92,92,63,84,89,0.0
2020-08-13,95,83,68,93,91,0.0
2020-08-14,88,80,98,75,73,90.0
2020-08-15,76,56,100,61,43,0.0
2020-08-16,80,65,82,68,36,100.0
2020-08-17,95,83,88,85,85,0.0
2020-08-18,96,92,75,83,87,0.0
2020-08-19,95,89,87,90,88,0.0
2020-08-20,92,88,77,96,87,0.0
2020-08-21,90,83,57,74,83,0.0
2020-08-22,76,63,37,61,43,0.0
2020-08-23,78,58,50,64,40,0.0
2020-08-24,97,83,78,85,88,86.0
2020-08-25,95,93,62,85,100,0.0
2020-08-26,94,86,48,87,89,0.0
2020-08-27,100,93,95,91,91,0.0
2020-08-28,92,85,45,82,85,0.0
2020-08-29,76,64,49,66,57,0.0
2020-08-30,79,70,72,70,38,0.0
2020-08-31,95,100,81,84,91,85.0
2020-09-01,96,92,53,97,87,0.0
2020-09-02,100,100,82,98,85,0.0
2020-09-03,94,97,45,95,85,0.0
2020-09-04,87,80,66,86,75,90.0
2020-09-05,74,63,52,67,35,100.0
2020-09-06,71,61,43,67,34,100.0
2020-09-07,81,74,38,88,73,0.0
2020-09-08,95,86,70,94,85,0.0
2020-09-09,97,79,100,93,91,0.0
2020-09-10,93,88,48,95,90,0.0
2020-09-11,90,86,27,82,76,0.0
2020-09-12,73,60,47,67,39,0.0
2020-09-13,76,65,43,71,42,100.0
2020-09-14,97,93,74,93,89,0.0
2020-09-15,93,97,52,95,85,86.0
2020-09-16,97,84,38,100,85,0.0
2020-09-17,93,96,52,94,83,0.0
2020-09-18,96,86,42,82,88,0.0
2020-09-19,72,61,34,63,43,0.0
2020-09-20,73,63,34,66,40,0.0
2020-09-21,93,86,51,91,100,0.0
2020-09-22,93,86,72,92,92,0.0
2020-09-23,92,85,66,96,87,0.0
2020-09-24,91,95,63,95,82,0.0
2020-09-25,87,80,51,73,71,0.0
2020-09-26,70,62,48,61,39,0.0
2020-09-27,72,59,47,60,31,0.0
2020-09-28,93,78,42,89,85,0.0
2020-09-29,93,88,72,88,87,0.0
2020-09-30,90,93,67,88,86,0.0
2020-10-01,95,97,91,89,82,0.0
2020-10-02,89,89,86,80,49,0.0
2020-10-03,75,67,78,66,30,0.0
2020-10-04,72,69,54,70,36,0.0
2020-10-05,100,97,77,95,85,0.0
2020-10-06,94,100,96,98,100,0.0
2020-10-07,97,89,53,92,92,100.0
2020-10-08,95,98,97,100,88,0.0
2020-10-09,89,80,84,85,73,0.0
2020-10-10,75,70,81,63,42,0.0
2020-10-11,74,65,63,72,42,0.0
2020-10-12,92,87,15,87,81,0.0
2020-10-13,92,93,71,91,90,0.0
2020-10-14,91,85,91,90,77,0.0
2020-10-15,88,91,92,98,85,0.0
2020-10-16,85,82,100,91,80,0.0
2020-10-17,68,66,75,63,35,0.0
2020-10-18,74,65,76,71,37,0.0
2020-10-19,90,89,81,95,84,0.0
2020-10-20,92,88,56,95,85,0.0
2020-10-21,87,90,81,92,81,0.0
2020-10-22,90,86,72,98,84,0.0
2020-10-23,81,74,96,83,70,0.0
2020-10-24,67,61,91,65,30,0.0
2020-10-25,66,64,51,62,28,0.0
2020-10-26,86,83,81,86,67,0.0
2020-10-27,89,93,56,95,89,0.0
2020-10-28,87,95,60,93,78,0.0
2020-10-29,90,98,56,91,74,0.0
2020-10-30,82,82,95,82,84,0.0
2020-10-31,63,56,51,62,35,0.0
2020-11-01,74,56,53,60,33,0.0
2020-11-02,100,88,48,92,82,0.0
2020-11-03,93,86,82,85,74,99.0
2020-11-04,74,75,25,70,71,0.0
2020-11-05,87,87,52,83,82,0.0
2020-11-06,84,76,56,80,67,0.0
2020-11-07,73,63,50,67,36,0.0
2020-11-08,77,69,48,65,38,0.0
2020-11-09,95,100,46,95,77,0.0
2020-11-10,98,99,61,96,81,0.0
2020-11-11,95,92,43,92,98,100.0
2020-11-12,94,97,69,91,88,0.0
2020-11-13,89,81,42,92,82,0.0
2020-11-14,70,61,37,63,36,0.0
2020-11-15,77,70,28,73,34,0.0
2020-11-16,100,88,54,91,81,0.0
2020-11-17,100,95,61,100,99,0.0
2020-11-18,100,100,66,96,92,0.0
2020-11-19,95,98,81,99,100,0.0
2020-11-20,87,88,56,84,89,0.0
2020-11-21,75,63,41,60,41,0.0
2020-11-22,78,63,32,70,39,0.0
2020-11-23,92,94,48,97,97,0.0
2020-11-24,91,95,65,96,99,0.0
2020-11-25,82,90,83,87,91,100.0
2020-11-26,73,85,33,82,76,0.0
2020-11-27,73,82,62,76,84,0.0
2020-11-28,72,64,40,60,51,0.0
2020-11-29,70,62,27,62,33,0.0
2020-11-30,92,91,100,86,78,0.0
2020-12-01,100,93,98,90,78,0.0
2020-12-02,99,96,62,92,85,0.0
2020-12-03,98,89,50,90,90,0.0
2020-12-04,96,93,78,89,92,92.0
2020-12-05,76,67,50,72,45,0.0
2020-12-06,77,63,40,70,26,0.0
2020-12-07,99,92,76,89,85,0.0
2020-12-08,96,81,79,93,85,0.0
2020-12-09,97,100,94,96,100,0.0
2020-12-10,97,97,54,92,98,0.0
2020-12-11,92,80,47,89,84,0.0
2020-12-12,76,63,50,68,38,0.0
2020-12-13,78,63,60,67,39,100.0
2020-12-14,98,88,45,88,78,0.0
2020-12-15,98,93,59,100,99,0.0
2020-12-16,94,84,100,94,83,0.0
2020-12-17,93,88,82,91,78,0.0
2020-12-18,89,81,92,87,79,0.0
2020-12-19,71,65,78,66,41,0.0
2020-12-20,71,57,47,63,34,0.0
2020-12-21,87,74,81,81,79,0.0
2020-12-22,88,69,95,86,79,0.0
2020-12-23,80,76,44,81,86,0.0
2020-12-24,67,59,85,73,73,0.0
2020-12-25,55,48,57,56,37,0.0
2020-12-26,71,52,37,65,39,0.0
2020-12-27,77,56,35,73,38,0.0
2020-12-28,93,70,61,83,75,0.0
2020-12-29,93,75,57,94,83,0.0
2020-12-30,90,83,58,87,77,0.0
2020-12-31,80,68,57,76,61,0.0
2021-01-01,71,54,41,54,50,0.0
2021-01-02,77,59,46,60,36,0.0
2021-01-03,83,64,37,67,39,100.0
2021-01-04,95,83,53,79,82,0.0
2021-01-05,94,87,78,76,87,0.0
2021-01-06,92,86,52,79,83,0.0
2021-01-07,91,83,33,81,84,0.0
2021-01-08,92,85,76,80,87,0.0
2021-01-09,83,71,44,65,43,0.0
2021-01-10,81,70,24,60,38,0.0
2021-01-11,96,83,68,85,79,0.0
2021-01-12,91,92,44,84,82,0.0
2021-01-13,97,88,56,81,93,0.0
2021-01-14,94,91,53,81,76,0.0
2021-01-15,92,88,61,80,74,0.0
2021-01-16,81,67,29,64,44,0.0
2021-01-17,78,60,36,61,31,0.0
2021-01-18,93,75,45,79,78,0.0
2021-01-19,99,93,73,80,87,0.0
2021-01-20,95,91,54,80,86,0.0
2021-01-21,97,87,70,84,89,0.0
2021-01-22,99,88,100,81,79,0.0
2021-01-23,81,62,79,60,39,0.0
2021-01-24,80,56,50,66,34,0.0
2021-01-25,99,88,80,91,85,88.0
2021-01-26,97,100,81,77,76,0.0
2021-01-27,99,86,66,86,92,0.0
2021-01-28,100,94,52,100,100,91.0
2021-01-29,95,87,50,98,97,0.0
2021-01-30,82,68,79,69,43,0.0
2021-01-31,83,73,83,67,45,0.0
2021-02-01,100,92,67,93,86,0.0
2021-02-02,97,89,49,93,93,0.0
2021-02-03,95,97,53,98,87,0.0
2021-02-04,100,98,43,91,81,0.0
2021-02-05,89,85,73,87,90,0.0
2021-02-06,81,68,66,71,37,0.0
2021-02-07,77,69,31,67,33,0.0
2021-02-08,91,91,56,95,94,0.0
2021-02-09,98,92,49,100,88,0.0
2021-02-10,94,87,77,99,93,0.0
2021-02-11,91,84,100,96,78,0.0
2021-02-12,86,85,60,79,74,0.0
2021-02-13,75,62,59,69,34,0.0
2021-02-14,74,57,71,66,41,0.0
2021-02-15,94,83,65,87,68,0.0
2021-02-16,94,89,78,94,78,0.0
2021-02-17,92,100,86,88,89,0.0
2021-02-18,91,89,82,86,92,97.0
2021-02-19,91,90,88,85,74,100.0
2021-02-20,78,77,52,67,37,0.0
2021-02-21,83,63,40,67,45,0.0
2021-02-22,93,89,58,92,86,0.0
2021-02-23,97,88,35,93,100,0.0
2021-02-24,98,93,35,96,88,0.0
2021-02-25,99,86,43,89,81,0.0
2021-02-26,95,81,55,78,86,0.0
2021-02-27,84,66,60,65,39,0.0
2021-02-28,82,69,59,68,47,0.0
2021-03-01,96,89,42,100,100,0.0
2021-03-02,95,96,45,91,90,85.0
2021-03-03,100,93,56,99,81,85.0
2021-03-04,96,100,81,93,91,86.0
2021-03-05,92,99,83,80,92,0.0
2021-03-06,79,63,39,65,44,0.0
2021-03-07,78,58,88,67,35,0.0
2021-03-08,92,93,74,92,83,0.0
2021-03-09,100,93,88,85,88,0.0
2021-03-10,97,89,100,94,87,0.0
2021-03-11,95,88,80,93,59,0.0
2021-03-12,92,90,55,81,89,89.0
2021-03-13,84,67,36,69,41,97.0
2021-03-14,78,62,53,73,39,0.0
2021-03-15,90,86,60,86,76,0.0
2021-03-16,95,92,54,90,81,0.0
2021-03-17,90,99,76,97,89,0.0
2021-03-18,89,85,67,85,83,0.0
2021-03-19,87,93,76,79,88,0.0
2021-03-20,80,59,44,65,41,0.0
2021-03-21,77,65,48,65,36,0.0
2021-03-22,98,94,67,97,85,0.0
2021-03-23,99,77,69,91,86,0.0
2021-03-24,96,97,60,100,77,0.0
2021-03-25,97,90,78,92,94,0.0
2021-03-26,90,83,77,79,86,0.0
2021-03-27,78,60,98,65,38,100.0
2021-03-28,77,63,77,62,34,0.0
2021-03-29,91,84,51,80,64,0.0
2021-03-30,97,100,62,93,91,0.0
2021-03-31,99,90,56,98,98,0.0
2021-04-01,94,90,38,81,97,0.0
2021-04-02,78,78,63,66,55,0.0
2021-04-03,75,57,76,59,30,0.0
2021-04-04,74,59,81,60,43,0.0
2021-04-05,97,80,71,84,83,0.0
2021-04-06,99,93,63,83,71,0.0
2021-04-07,100,82,43,81,98,0.0
2021-04-08,94,74,52,83,83,0.0
2021-04-09,89,85,48,79,84,0.0
2021-04-10,77,70,66,64,38,0.0
2021-04-11,76,66,76,64,34,0.0
2021-04-12,97,91,64,85,79,0.0
2021-04-13,90,87,68,82,91,0.0
2021-04-14,92,96,39,94,67,0.0
2021-04-15,92,100,84,90,79,0.0
2021-04-16,88,82,100,90,92,0.0
2021-04-17,72,72,31,67,38,0.0
2021-04-18,75,72,99,68,40,0.0
2021-04-19,93,89,56,100,79,100.0
2021-04-20,93,97,55,92,81,0.0
2021-04-21,91,97,52,89,66,0.0
2021-04-22,90,89,64,96,81,0.0
2021-04-23,83,88,67,84,84,0.0
2021-04-24,72,68,54,63,50,0.0
2021-04-25,72,58,80,61,49,0.0
2021-04-26,91,99,95,87,89,0.0
2021-04-27,96,96,56,85,89,0.0
2021-04-28,93,99,51,89,100,0.0
2021-04-29,94,98,75,83,79,0.0
2021-04-30,88,83,61,80,79,0.0
2021-05-01,72,69,63,69,39,0.0
2021-05-02,73,73,59,61,36,0.0
2021-05-03,99,88,59,89,81,0.0
2021-05-04,97,100,55,100,96,0.0
2021-05-05,97,100,38,99,85,0.0
2021-05-06,96,94,60,97,85,0.0
2021-05-07,92,90,68,93,84,0.0
2021-05-08,81,70,47,77,44,0.0
2021-05-09,74,64,44,69,36,0.0
2021-05-10,100,93,60,96,95,0.0
2021-05-11,94,95,58,97,89,0.0
2021-05-12,93,98,44,97,81,0.0
2021-05-13,92,94,40,86,62,0.0
2021-05-14,93,81,57,86,78,0.0
2021-05-15,74,67,41,67,37,0.0
2021-05-16,76,62,33,74,37,0.0
2021-05-17,99,97,48,95,81,0.0
2021-05-18,94,95,50,95,100,0.0
2021-05-19,92,97,49,100,83,0.0
2021-05-20,94,91,54,87,87,99.0
2021-05-21,85,88,52,85,82,0.0
2021-05-22,72,61,81,67,46,0.0
2021-05-23,75,64,27,75,39,0.0
2021-05-24,96,85,63,89,91,0.0
2021-05-25,97,93,100,92,96,100.0
2021-05-26,93,96,39,93,95,0.0
2021-05-27,91,79,56,86,99,0.0
2021-05-28,85,80,53,76,86,0.0
2021-05-29,73,67,37,69,51,0.0
2021-05-30,74,66,52,64,43,0.0
2021-05-31,81,78,40,77,90,0.0
2021-06-01,92,78,95,87,82,0.0
2021-06-02,95,100,74,100,95,0.0
2021-06-03,93,91,63,93,92,0.0
2021-06-04,89,86,86,84,78,0.0
2021-06-05,76,67,71,63,39,0.0
2021-06-06,74,65,73,65,51,0.0
2021-06-07,90,90,59,91,88,0.0
2021-06-08,90,85,66,95,91,0.0
2021-06-09,92,94,74,91,85,0.0
2021-06-10,92,99,55,92,100,0.0
2021-06-11,88,83,53,90,87,0.0
2021-06-12,69,66,41,72,46,0.0
2021-06-13,74,66,40,69,44,0.0
2021-06-14,89,81,100,84,85,0.0
2021-06-15,91,79,76,89,90,0.0
2021-06-16,86,85,52,88,83,0.0
2021-06-17,92,86,41,92,88,0.0
2021-06-18,87,84,62,84,77,0.0
2021-06-19,73,56,41,65,44,0.0
2021-06-20,70,60,24,65,37,58.0
2021-06-21,92,87,49,96,88,0.0
2021-06-22,95,93,29,93,86,0.0
2021-06-23,90,92,33,92,85,100.0
2021-06-24,91,85,24,88,79,0.0
2021-06-25,88,84,54,85,86,0.0
2021-06-26,76,66,69,71,43,0.0
2021-06-27,77,61,38,65,39,0.0
2021-06-28,92,86,29,87,88,0.0
2021-06-29,93,81,47,81,72,0.0
2021-06-30,100,97,56,96,86,0.0
